ticket_id,text,category,priority
TKT-10216,Our entire team is blocked without bulk export functionality. This is business critical. Thanks in advance.,Feature Request,High
TKT-10791,Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.,Technical Issue,Medium
TKT-11076,Do you have a public API documentation page? This is affecting my work.,General Query,Low
TKT-10878,Can I add a profile picture to my account? Thanks in advance.,Account,Low
TKT-10337,Urgent: Our entire team is blocked without bulk export functionality. This is business critical.,Feature Request,High
TKT-11772,"Hello, The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-10719,"Good morning, What payment methods do you accept? Thanks in advance.",Billing,Low
TKT-11748,"Hi support team, Where can I find my account ID? Please help.",Account,Low
TKT-10295,Urgent: Can you explain the charge on my latest billing statement?,Billing,Medium
TKT-11725,"Hello, Double billing occurred on my account. Need immediate resolution. Please help.",Billing,High
TKT-11016,Can I add a profile picture to my account? This is affecting my work.,Account,Low
TKT-11275,Urgent: Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-11750,Urgent: Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-11485,"Good morning, What languages does your platform support?",General Query,Low
TKT-10455,I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-11996,"Good morning, The export feature is not working correctly. Files download but are empty. Please help.",Technical Issue,Medium
TKT-10815,Our entire team is blocked without bulk export functionality. This is business critical.,Feature Request,High
TKT-11886,"Hello, My credit card was billed without authorization. This needs urgent attention. Thanks in advance.",Billing,High
TKT-10269,Urgent: What payment methods do you accept? Thanks in advance.,Billing,Low
TKT-10995,"Good morning, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-10201,What are your customer support hours? This is affecting my work.,General Query,Low
TKT-10161,"Good morning, Can you add keyboard shortcuts for common actions? This is affecting my work.",Feature Request,Medium
TKT-11579,Urgent: Notification emails are arriving with some formatting issues.,Technical Issue,Low
TKT-10729,I need to transfer my account to a new email address. Please help.,Account,Medium
TKT-10401,"Hello, Can I add a profile picture to my account?",Account,Low
TKT-10702,"Good morning, I need to update my billing information and payment method.",Billing,Medium
TKT-11500,"Hello, Please add the ability to export reports in Excel format. Please help.",Feature Request,Medium
TKT-11845,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-11795,"The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-11129,I forgot my password and the reset email is not arriving. Thanks in advance.,Account,Medium
TKT-10565,Urgent: The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-11413,"Hi support team, How do I update my notification preferences?",Account,Low
TKT-11021,"Hello, I need to update my company details and billing address.",Account,Medium
TKT-11025,Urgent: Can you explain how your data backup and recovery process works? Please help.,General Query,Medium
TKT-11411,"Hi support team, I need to update my billing information and payment method. This is affecting my work.",Billing,Medium
TKT-11895,"Good morning, The export feature is not working correctly. Files download but are empty. This is affecting my work.",Technical Issue,Medium
TKT-11585,Urgent: Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-11104,Login is broken for all users in our organization. Thanks in advance.,Technical Issue,High
TKT-10205,"Hello, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10034,I need to update my company details and billing address.,Account,Medium
TKT-10775,"Hello, Double billing occurred on my account. Need immediate resolution. This is affecting my work.",Billing,High
TKT-10508,Urgent: What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-11451,"Hello, Please add the ability to pin important messages. Thanks in advance.",Feature Request,Low
TKT-11478,"Good morning, How do I change my display name on my profile?",Account,Low
TKT-11970,"Hello, Notification emails are arriving with some formatting issues.",Technical Issue,Low
TKT-11390,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-10091,When does my billing cycle reset each month?,Billing,Low
TKT-11363,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-10897,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-10564,Urgent: Do you offer annual billing discounts?,Billing,Low
TKT-11369,I have a question about my invoice from last month. Please help.,Billing,Medium
TKT-10776,Urgent: The mobile app crashes whenever I try to upload an image. Please help.,Technical Issue,Medium
TKT-10241,"Hi support team, Login is broken for all users in our organization. Please help.",Technical Issue,High
TKT-10013,"Hello, All admin users have been accidentally removed and we are locked out. Thanks in advance.",Account,High
TKT-10315,The export feature is not working correctly. Files download but are empty. This is affecting my work.,Technical Issue,Medium
TKT-10600,"Hello, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10387,Urgent: All admin users have been accidentally removed and we are locked out.,Account,High
TKT-11297,Urgent: How do I change my display name on my profile? Please help.,Account,Low
TKT-10166,Urgent: Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-10840,"The UI looks slightly broken on Safari, minor layout issue. This is affecting my work.",Technical Issue,Low
TKT-10020,"Hi support team, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-10646,"Hello, My account has been locked and I cannot access critical business data. This is affecting my work.",Account,High
TKT-11842,"Good morning, I was charged twice for my subscription this month. Please refund immediately.",Billing,High
TKT-11508,"Hi support team, Dashboard widgets are not loading properly on Chrome browser.",Technical Issue,Medium
TKT-11154,"Good morning, What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.",General Query,Medium
TKT-11528,"Hello, I would like to downgrade my plan and understand the billing impact.",Billing,Medium
TKT-10831,"Hi support team, Notification emails are arriving with some formatting issues. Thanks in advance.",Technical Issue,Low
TKT-11267,Urgent: How do I change my display name on my profile? This is affecting my work.,Account,Low
TKT-11590,"Good morning, I need to transfer my account to a new email address.",Account,Medium
TKT-11899,I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-10562,"Hello, The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11951,"Hi support team, We would love a dark mode option for the web interface. Please help.",Feature Request,Medium
TKT-10686,Login is broken for all users in our organization.,Technical Issue,High
TKT-10957,I suspect my account has been compromised with logins from unknown locations. Please help.,Account,High
TKT-10189,"Hi support team, The export feature is not working correctly. Files download but are empty. This is affecting my work.",Technical Issue,Medium
TKT-11806,Urgent: I need to update my company details and billing address.,Account,Medium
